VP Report
ValidPrime Version: v.0.9.2
Input file: H:/jiaco/Dropbox/VP-tests/AAChip09-02-11_2short.txt
Input format: Biomark
Date/Time: Aug 23 2011 11:49
VPAssay: m1qB_2
Valid gDNA rows: _80_gDNA 5 _79_gDNA 50 _78_gDNA 500 _77_gDNA 2500 _76_gDNA 5000 _75_gDNA 10000
gDNA concentrations: 5 50 500 2500 5000 10000
LinReg all-gDNA: slope -3.0489; Eff 112.808; R2 0.99842
LinReg VPA-gDNA: slope -3.0489; Eff 112.808; R2 0.99842
ValidateAssays: true
LOD: 40
DeltaCq Min Count: 3
DeltaCq AllSD Cutoff: 0.3
DeltaCq LooSD Cutoff: 0.2
Grade A: 3
Grade B: 25
Grade C: 60

GOI	Sample	Note	CqInput	CqDNA Count	CqDNA	PctDNA	CqRNA
sprr2f	_87_RT1, DNaseplus500	CALC	18.5211	6	20.1807	31.6527	19.0702
sprr2f	_88_RT1, DNaseplus2500	NOCALC	17.5808	6	17.7109	91.3757	0
sprr2f	_89_RT1, DNaseplus10000	NOCALC	17.0412	6	16.9432	107.028	0
hdac5	_81_RT2, DNase	NOCALC	18.5378	5	31.8762	0.00965496	0
hdac5	_82_RT2, DNaseplus500	NOCALC	17.9193	5	24.06	1.41726	0
hdac5	_83_RT2, DNaseplus2500	NOCALC	18.5124	5	22.0708	8.48817	0
hdac5	_84_RT2, DNaseplus10000	NOCALC	17.5593	5	20.5054	12.9757	0
hdac5	_85_RT1, DNase	NOCALC	18.0772	5	30.7367	0.0154562	0
hdac5	_86_RT1, DNaseplus50	NOCALC	18.1159	5	27.7462	0.126173	0
hdac5	_87_RT1, DNaseplus500	NOCALC	18.3623	5	25.3571	0.784108	0
hdac5	_88_RT1, DNaseplus2500	NOCALC	18.1115	5	22.8873	3.65041	0
hdac5	_89_RT1, DNaseplus10000	NOCALC	18.4351	5	22.1195	7.77818	0
m19qB_2	_81_RT2, DNase	CALC	24.3394	6	26.0003	31.624	24.8878
m19qB_2	_82_RT2, DNaseplus500	NOCALC	18.5106	6	18.1841	125.394	0
m19qB_2	_83_RT2, DNaseplus2500	NOCALC	16.3699	6	16.1949	112.896	0
m19qB_2	_84_RT2, DNaseplus10000	NOCALC	14.7813	6	14.6295	111.093	0
m19qB_2	_86_RT1, DNaseplus50	NOCALC	22.2552	6	21.8704	130.575	0
m19qB_2	_87_RT1, DNaseplus500	NOCALC	19.4516	6	19.4812	97.9704	0
m19qB_2	_88_RT1, DNaseplus2500	NOCALC	17.0796	6	17.0114	104.839	0
m19qB_2	_89_RT1, DNaseplus10000	NOCALC	16.2119	6	16.2436	97.8245	0
m19qC3_3	_81_RT2, DNase	CALC	25.5837	5	27.2906	30.6327	26.1114
m19qC3_3	_82_RT2, DNaseplus500	NOCALC	19.4973	5	19.4744	101.6	0
m19qC3_3	_83_RT2, DNaseplus2500	NOCALC	17.6017	5	17.4852	108.409	0
m19qC3_3	_84_RT2, DNaseplus10000	NOCALC	15.9106	5	15.9198	99.3651	0
m19qC3_3	_85_RT1, DNase	CALC	22.1587	5	26.1512	6.28263	22.2523
m19qC3_3	_86_RT1, DNaseplus50	CALC	21.7381	5	23.1607	37.3052	22.4117
m19qC3_3	_87_RT1, DNaseplus500	NOCALC	20.3407	5	20.7715	74.1842	0
m19qC3_3	_88_RT1, DNaseplus2500	NOCALC	18.4399	5	18.3017	110.057	0
m19qC3_3	_89_RT1, DNaseplus10000	NOCALC	17.3766	5	17.5339	89.6659	0
HLpool 5pr dil 	_81_RT2, DNase	NOCALC	23.1268	6	23.7869	63.2849	0
HLpool 5pr dil 	_82_RT2, DNaseplus500	NOCALC	16.3046	6	15.9707	126.039	0
HLpool 5pr dil 	_83_RT2, DNaseplus2500	NOCALC	14.0893	6	13.9815	107.757	0
HLpool 5pr dil 	_84_RT2, DNaseplus10000	NOCALC	12.5215	6	12.4161	107.579	0
HLpool 5pr dil 	_85_RT1, DNase	CALC	21.6284	6	22.6474	49.3462	22.6097
HLpool 5pr dil 	_86_RT1, DNaseplus50	NOCALC	20.1946	6	19.6569	145.164	0
HLpool 5pr dil 	_87_RT1, DNaseplus500	NOCALC	17.0047	6	17.2678	83.3334	0
HLpool 5pr dil 	_88_RT1, DNaseplus2500	NOCALC	14.864	6	14.798	104.684	0
HLpool 5pr dil 	_89_RT1, DNaseplus10000	NOCALC	13.774	6	14.0302	83.7279	0
igfbp3	_81_RT2, DNase	NOCALC	14.0438	6	31.7367	0.000471956	0
igfbp3	_82_RT2, DNaseplus500	NOCALC	13.3778	6	23.9205	0.0670401	0
igfbp3	_83_RT2, DNaseplus2500	NOCALC	13.9296	6	21.9313	0.390164	0
igfbp3	_84_RT2, DNaseplus10000	NOCALC	13.0185	6	20.3659	0.614055	0
igfbp3	_85_RT1, DNase	NOCALC	13.7411	6	30.5972	0.000842948	0
igfbp3	_86_RT1, DNaseplus50	NOCALC	13.7991	6	27.6068	0.00697408	0
igfbp3	_87_RT1, DNaseplus500	NOCALC	13.8487	6	25.2176	0.0378105	0
igfbp3	_88_RT1, DNaseplus2500	NOCALC	13.4892	6	22.7478	0.163262	0
igfbp3	_89_RT1, DNaseplus10000	NOCALC	13.8531	6	21.98	0.357734	0
cebpb	_81_RT2, DNase	NOCALC	14.101	6	27.9499	0.00677773	0
cebpb	_82_RT2, DNaseplus500	NOCALC	13.4596	6	20.1337	0.97927	0
cebpb	_83_RT2, DNaseplus2500	CALC	14.0885	6	18.1445	6.01178	14.1779
cebpb	_84_RT2, DNaseplus10000	CALC	12.9651	6	16.5791	8.16726	13.088
cebpb	_85_RT1, DNase	NOCALC	17.7976	6	26.8104	0.193576	0
cebpb	_86_RT1, DNaseplus50	NOCALC	17.8172	6	23.8199	1.5595	0
cebpb	_87_RT1, DNaseplus500	CALC	17.739	6	21.4308	7.73868	17.8552
cebpb	_88_RT1, DNaseplus2500	CALC	17.2378	6	18.961	30.2886	17.7584
cebpb	_89_RT1, DNaseplus10000	CALC	17.1744	6	18.1932	49.3527	18.1559
ptrf	_81_RT2, DNase	NOCALC	13.6589	3	35.3772	2.89837e-05	0
ptrf	_82_RT2, DNaseplus500	NOCALC	13.0803	3	27.5611	0.00437385	0
ptrf	_83_RT2, DNaseplus2500	NOCALC	13.822	3	25.5718	0.0290364	0
ptrf	_84_RT2, DNaseplus10000	NOCALC	12.6423	3	24.0064	0.0379376	0
ptrf	_85_RT1, DNase	NOCALC	13.6108	3	34.2378	6.17534e-05	0
ptrf	_86_RT1, DNaseplus50	NOCALC	13.5609	3	31.2473	0.000474095	0
ptrf	_87_RT1, DNaseplus500	NOCALC	13.7124	3	28.8581	0.00275863	0
ptrf	_88_RT1, DNaseplus2500	NOCALC	13.4148	3	26.3883	0.0124336	0
ptrf	_89_RT1, DNaseplus10000	NOCALC	13.7895	3	25.6206	0.0274468	0
ptp1b	_81_RT2, DNase	NOCALC	15.3253	4	36.5438	4.09842e-05	0
ptp1b	_82_RT2, DNaseplus500	NOCALC	14.6083	4	28.7276	0.00561918	0
ptp1b	_83_RT2, DNaseplus2500	NOCALC	15.3881	4	26.7384	0.0383004	0
ptp1b	_84_RT2, DNaseplus10000	NOCALC	14.035	4	25.173	0.0443731	0
ptp1b	_85_RT1, DNase	NOCALC	17.6053	4	35.4043	0.00043848	0
ptp1b	_86_RT1, DNaseplus50	NOCALC	17.4701	4	32.4138	0.00317304	0
ptp1b	_87_RT1, DNaseplus500	NOCALC	17.5445	4	30.0247	0.0175024	0
ptp1b	_88_RT1, DNaseplus2500	NOCALC	17.1992	4	27.5549	0.0763182	0
ptp1b	_89_RT1, DNaseplus10000	NOCALC	17.71	4	26.7871	0.185139	0
gpr30	_81_RT2, DNase	NOCALC	22.2778	6	31.7651	0.139334	0
gpr30	_82_RT2, DNaseplus500	NOCALC	21.3698	6	23.9489	16.7337	0
gpr30	_83_RT2, DNaseplus2500	NOCALC	21.541	6	21.9597	74.8082	0
gpr30	_84_RT2, DNaseplus10000	NOCALC	19.8551	6	20.3943	68.8145	0
gpr30	_85_RT1, DNase	NOCALC	19.5427	6	30.6257	0.0460983	0
gpr30	_86_RT1, DNaseplus50	NOCALC	19.9875	6	27.6352	0.498679	0
gpr30	_87_RT1, DNaseplus500	NOCALC	19.7081	6	25.246	2.15251	0
gpr30	_88_RT1, DNaseplus2500	NOCALC	19.3663	6	22.7762	9.40867	0
gpr30	_89_RT1, DNaseplus10000	NOCALC	19.7084	6	22.0084	20.3052	0
klk1	_81_RT2, DNase	NOCALC	16.5666	6	22.8064	1.32325	0
klk1	_82_RT2, DNaseplus500	NOCALC	14.4179	6	14.9903	67.2496	0
klk1	_83_RT2, DNaseplus2500	NOCALC	12.798	6	13.001	86.8736	0
klk1	_84_RT2, DNaseplus10000	NOCALC	11.4854	6	11.4356	103.507	0
klk1	_85_RT1, DNase	NOCALC	19.2647	6	21.667	18.9161	0
klk1	_86_RT1, DNaseplus50	NOCALC	18.3039	6	18.6765	77.2411	0
klk1	_87_RT1, DNaseplus500	NOCALC	15.9471	6	16.2873	78.9913	0
klk1	_88_RT1, DNaseplus2500	NOCALC	13.7389	6	13.8175	94.6981	0
klk1	_89_RT1, DNaseplus10000	NOCALC	12.9117	6	13.0498	90.8735	0
inhbb	_81_RT2, DNase	NOCALC	13.0828	5	27.4891	0.00460564	0
inhbb	_82_RT2, DNaseplus500	NOCALC	12.6663	5	19.6729	0.77765	0
inhbb	_83_RT2, DNaseplus2500	NOCALC	13.1322	5	17.6837	4.26438	0
inhbb	_84_RT2, DNaseplus10000	NOCALC	12.0328	5	16.1183	5.89013	0
inhbb	_85_RT1, DNase	NOCALC	17.8995	5	26.3497	0.285916	0
inhbb	_86_RT1, DNaseplus50	NOCALC	18.0708	5	23.3592	2.55877	0
inhbb	_87_RT1, DNaseplus500	NOCALC	18.1721	5	20.97	14.3796	0
inhbb	_88_RT1, DNaseplus2500	NOCALC	17.3503	5	18.5002	45.0649	0
inhbb	_89_RT1, DNaseplus10000	NOCALC	17.2848	5	17.7325	73.3244	0
id1	_81_RT2, DNase	NOCALC	14.2051	6	27.0219	0.0138598	0
id1	_82_RT2, DNaseplus500	NOCALC	13.6597	6	19.2057	2.14026	0
id1	_83_RT2, DNaseplus2500	CALC	14.1188	6	17.2165	11.6815	14.2981
id1	_84_RT2, DNaseplus10000	CALC	12.9032	6	15.6511	14.8869	13.1358
id1	_85_RT1, DNase	NOCALC	15.4124	6	25.8825	0.0705021	0
id1	_86_RT1, DNaseplus50	NOCALC	15.725	6	22.892	0.695889	0
id1	_87_RT1, DNaseplus500	CALC	15.6433	6	20.5028	3.4447	15.6939
id1	_88_RT1, DNaseplus2500	CALC	15.1657	6	18.033	13.7044	15.3784
id1	_89_RT1, DNaseplus10000	CALC	15.4964	6	17.2653	29.3444	15.9975
